There were varying degrees of Romanization throughout Roman Dacia.	Houve vários graus de romanização em toda a Dácia romana.
The road reaches the residential community of Richland, where it encounters the eastern terminus of CR 540 and CR 622 and crosses Conrail Shared Assets Operations' Beesleys Point Secondary railroad line.	A estrada atinge a comunidade residencial de Richland, onde se encontra o terminal leste da CR 540 e da CR 622 e cruza a linha ferroviária secundária de Beesleys Point da Conrail Shared Assets Operations.
Upon leaving Richland, the route crosses into Hamilton Township, where it runs through Mizpah before heading back into forested areas and a few residential sectors.	Ao sair de Richland, a rota cruza para o município de Hamilton, onde passa por Mizpah antes de voltar para áreas florestais e alguns setores residenciais.
US 40 intersects the eastern terminus of CR 552, briefly becoming a divided highway before turning east into denser inhabited areas.	A US 40 cruza o terminal leste da CR 552, tornando-se brevemente uma rodovia dividida antes de virar ao leste em áreas habitacionais de maior densidade.
The highway intersects CR 559 Truck/CR 606, at which point it becomes concurrent with CR 559 Truck.	A rodovia cruza a CR 559 Truck e a CR 606, momento em que se torna paralela à CR 559 Truck.
The route meets Route 50, where CR 557 Truck splits to the south.	A rota encontra-se com a Rota 50, onde a CR 557 Truck se separa ao sul.
Route 50 joins US 40 before the road crosses the Great Egg Harbor River.	A Rota 50 se junta à US 40 antes que a estrada cruze o rio Great Egg Harbor.
Upon crossing the river, the road enters Mays Landing and turns north into the downtown area.	Ao atravessar o rio, a estrada entra em Mays Landing e dobra para o norte na direção do centro da cidade.
CR 559 Truck splits southbound to follow CR 617 to the east.	A CR 559 Truck se separa em direção ao sul para seguir a CR 617 para o leste.
A short distance later, the road meets CR 559 and US 40 splits from Route 50 by turning east onto that route.	A uma curta distância depois, a estrada encontra a CR 559 e a US 40 se separa da Rota 50, virando para o leste nessa rota.
This intersection marks the beginning of CR 559 Truck northbound.	Esse cruzamento marca o início da CR 559 Truck em direção ao norte.
The road passes more development before CR 559 splits from the road by heading southeast.	A estrada passa por mais desenvolvimentos antes que a CR 559 se separe dela em direção ao sudeste.
US 40 heads east out of Mays Landing, where it continues through woodland and increasing residential development.	A US 40 segue para o leste saindo de Mays Landing, onde continua pela floresta e o desenvolvimento residencial cada vez maior.
The road widens into four lanes as it comes to US 322 (Black Horse Pike) near the Hamilton Mall.	A estrada se expande em quatro pistas quando chega à US 322 (Black Horse Pike) próximo de Hamilton Mall.
At this point, US 40 forms a concurrency with US 322, which lasts for the remainder of the route.	Nesse ponto, a US 40 torna-se paralela à US 322, que segue o restante da rota.
The two routes continue to the southeast through business areas, meeting CR 575 and a ramp to the Atlantic City Expressway.	As duas rotas seguem para sudeste por áreas comerciais encontrando a CR 575 e uma rampa para a Atlantic City Expressway.
CR 575 turns east to follow US 40/US 322.	A CR 575 vira ao leste para seguir a US 40 e a US 322.
Sixteen years before Oceanic 815 crashes on the island, Rousseau was a heavily pregnant member of a six-person crew aboard a French research vessel three days out of Tahiti.	Dezesseis anos antes da queda do Oceanic 815 na ilha, Rousseau estava grávida e fazia parte de uma tripulação de seis pessoas a bordo de um navio de pesquisa francês a três dias do Taiti.
The crew picked up a radio signal emanating from the South Pacific, which was a repeating set of six numbers: 4, 8, 15, 16, 23 and 42.	A tripulação captou um sinal de rádio que vinha do Pacífico Sul, que era um grupo de seis números repetidos: 4, 8, 15, 16, 23 e 42.
While attempting to find the source of the signal, the ship ran aground on rocks surrounding the island.	Ao tentar encontrar a fonte do sinal, o navio ficou encalhado nas rochas que cercavam a ilha.
Before reaching the shore, Rousseau and her team found Oceanic 815 survivor Jin-Soo Kwon (Daniel Dae Kim) in the water, who had been time-travelling as a result of the time shifts which had been moving him and the flight survivors through the island's history.	Antes de chegar à costa, Rousseau e sua tripulação encontram o sobrevivente do Oceanic 815 Jin-Soo Kwon (Daniel Dae Kim) na água, que viajara no tempo como resultado das mudanças temporais que estavam movendo ele e os sobreviventes do voo através da história da ilha.
Rousseau later tells the survivors of Oceanic 815 that two months after their arrival, that the island natives, which she called the Others, carried a disease that the rest of her crew had contracted.	Posteriormente, Rousseau conta aos sobreviventes do Oceanic 815 que dois meses após a sua chegada, os nativos da ilha, que ela chamou de Outros, tinham uma doença que o resto da sua tripulação havia contraído.
She believed that this disease could not be allowed to reach the rest of the world, so she killed her colleagues, including her husband Robert.	Ela acreditava que essa doença não poderia penetrar o resto do mundo, então ela matou seus colegas, incluindo seu marido, Robert.
When Jin time-travels to the past, he witnesses a different version of Rousseau's past.	Quando Jin viaja no tempo até o passado, ele observa uma versão diferente do passado de Rousseau.
It is shown that the Smoke Monster, not the Others, was responsible for the "sickness" that forced her to kill her crew.	É mostrado que o Monstro de Fumaça, não os Outros, foi o responsável pela “doença” que a forçou matar a sua tripulação.
Rousseau confronts the father of her child, Robert, at gunpoint and accuses him of "being changed" inside the temple.	Rousseau confronta o pai de sua filha, Robert, sob a mira de uma arma e o acusa de “ter sido transformado” dentro do templo.
Robert denies this, explaining that the Monster is a security system for the temple, and convinces Rousseau to lower her weapon.	Robert nega isso, esclarecendo que o Monstro é um sistema de segurança do templo e convence Rousseau a baixar sua arma.
He attempts to shoot her when she does, but is shot by Rousseau.	Ele tenta atirar nela quando ela atira, mas é baleado por Rousseau.
Rousseau also attempts to kill Jin, having witnessed him vanish moments after her team entered the Smoke Monster's lair, believing he has the disease.	Rousseau também tenta matar Jin, tendo testemunhado ele desaparecer momentos depois que sua tripulação entra no covil do Monstro de Fumaça, acreditando que ele carregava a doença.
Rousseau hiked to the radio tower and changed the message from the numbers to a repeating distress call. Three days later, Rousseau gave birth to a daughter, Alexandra.	Rousseau caminha até a torre de rádio e manda a mensagem dos números para um pedido de socorro repetitivo. Três dias depois, ela dá à luz a sua filha, Alexandra.
One week after Alex's birth, Benjamin Linus (Michael Emerson) came and took Alex from Rousseau.	Uma semana após o nascimento de Alex, Benjamin Linus (Michael Emerson) vem e tira Alex de Rousseau.
Ben told Rousseau that the child would be safe with them, and that she was lucky for being left alive.	Ben fala para Rousseau que a criança estaria segura com ele, e que ela teve sorte por ter sido deixada viva.
Before leaving, Ben tells her that if she hears whispers, she should run the other way.	Antes de sair, Ben diz-lhe que se ela ouvir sussurros, ela deve correr para o outro lado.
After this, Rousseau began setting traps in the jungle with the hope of catching one of the people responsible for Alex's kidnapping.	Depois disso, Rousseau começa a montar armadilhas na selva com a esperança de pegar um dos responsáveis pelo sequestro de Alex.
Rousseau makes her first appearance in the season one episode "Solitary", where she captures Sayid (Naveen Andrews), one of the plane crash survivors.	Rousseau faz sua primeira aparição no episódio “Solitary”, em que ela captura Sayid (Naveen Andrews), um dos sobreviventes do acidente de avião.
