There were varying degrees of Romanization throughout Roman Dacia.	Havia vários graus de romanização na Dácia Romana.
After starring in a commercial by Mr. Burns for the Springfield Nuclear Power Plant, Homer decides to be an actor.	Depois de participar num anúncio publicitário de Mr. Burns para a central de energia nuclear de Springfield, Homer decide tornar-se ator.
As he fills out a Screen Actors Guild form at home, Lisa points out that he has only written his middle initial, J, in the blank for his middle name.	Enquanto Homer preenche o formulário do Sindicato dos Atores, Lisa refere que ele apenas escreveu a primeira letra do seu nome do meio, J.
Neither Homer nor Grampa knows that name, but Grampa takes Homer to a farm where Mona, Grampa's wife and Homer's mother, spent some time during her days as a hippie.	Nem Homer nem o Avô sabem qual seria esse nome. Contudo, o Avô leva Homer a uma quinta onde Mona, a esposa do Avô e mãe de Homer, passou algum tempo durante a sua fase hippie.
The farm is run by two middle-aged hippies, Seth and Munchie, who were friends of Mona; they point out a mural that she painted based on an incident at Woodstock, which is dedicated to Homer and reveals his middle name as Jay.	A quinta é gerida por dois hippies de meia idade, Seth e Munchie, amigos de Mona. Estes falam de um mural que ela pintou baseado num incidente em Woodstock, dedicado a Homer, e que revela que o seu nome do meio é Jay.
Seeing how carefree his life would have been as a hippie, Homer decides to become one.	Ao perceber que a sua vida enquanto hippie é mais descontraída, Homer decide tornar-se hippie.
He dons a dirty old poncho left behind by Mona and begins to carry a frisbee, but is dismayed to learn that Seth and Munchie are running an organic juice company at the farm.	Começa a vestir um poncho velho e sujo deixado por Mona e transporta um frisbee, mas fica desanimado ao descobrir que Seth e Munchie gerem uma empresa de sumo orgânico na quinta.
He persuades them to accompany him on a "freak-out" ride through Springfield, disrupting the citizens' daily lives with silly antics.	Ele persuade-os a acompanhá-lo numa viagem "maluca" em Springfield, perturbando as vidas dos cidadãos com artimanhas absurdas.
When the three return to the farm afterward, though, they find that Homer's frisbee has jammed the juicing machinery and caused the loss of an entire shipment of the farm's products.	Quando regressam à quinta, descobrem que o frisbee de Homer encravou a máquina dos sumos e causou a perda de um carregamento inteiro de produtos da quinta.
Seth and Munchie angrily order Homer to leave.	Seth e Munchie, furiosos, pedem a Homer para sair da quinta.
To set things right, Homer sneaks back to the farm at night, picks and processes all the vegetables he can find, and delivers the juice shipment to Springfield.	Para resolver a situação, Homer entra na quinta durante a noite, escolhe e processa todos os vegetais que encontra e entrega o carregamento de sumos em Springfield.
In so doing, he unknowingly harvests a hidden field of peyote, which Seth and Munchie had intended for their personal use as recreational drugs.	Ao agir desta forma, colhe inadvertidamente um terreno de peiotes escondidos, que Seth e Munchie tinham destinado para consumo pessoal como drogas recreativas.
The juice causes intense psychedelic hallucinations in those who drink it, and the police quickly trace it to the farm and move in to arrest Homer, Seth, and Munchie.	O sumo provoca fortes alucinações psicadélicas a quem bebe do mesmo e a polícia rapidamente segue o rasto até à quinta, deslocando-se até lá para prender Homer, Seth e Munchie.
Homer defends Seth and Munchie by placing himself in the officers' path, reminding them of the morals and values from the 1960s, and placing a flower in the barrel of each officer's rifle.	Homer defende Seth e Munchie e coloca-se no caminho dos polícias, lembrando-lhes os morais e valores da década de 60 e colocando uma flor no cano da espingarda de cada polícia.
When Chief Wiggum fires, Homer ends up hospitalized with one of the flowers lodged in his skull.	Quando o Chefe Wiggum dispara, Homer acaba hospitalizado com uma das flores alojada no crânio.
"D'oh-in' in the Wind" was written by Donick Cary and directed by Mark Kirkland and Matthew Nastuk.	"D'oh-in' in the Wind" for escrito por Donick Cary e realizado por Mark Kirkland e Matthew Nastuk.
It was first broadcast on the Fox network in the United States on November 15, 1998.	Foi emitido pela primeira vez na cadeia Fox dos Estados Unidos da América a 15 de novembro de 1998.
The idea for the episode was pitched by Cary, who thought it would be fun to see the citizens of Springfield hallucinating.	A ideia por trás do episódio foi concebida por Cary, que achou que seria divertido ver os cidadãos de Springfield a alucinar.
He then fleshed it out, forming its current iteration.	Acabou depois por concluir a ideia, dando origem à iteração atual.
The episode features the revelation of Homer's middle name, "Jay", which is a "tribute" to animated characters such as Bullwinkle J. Moose and Rocket J. Squirrel from The Rocky and Bullwinkle Show who got their middle initial from Jay Ward.	O episódio inclui a revelação do nome do meio de Homer, "Jay", que é um tributo a personagens animadas como Bullwinkle J. Moose e Rocket J. Squirrel de The Rocky and Bullwinkle Show, que foram buscar a inicial do meio a Jay Ward.
The name was pitched on for three days by the writers.	O nome foi pensado durante três dias pelos escritores.
DE 62 heads southeast from DE 2 (Kirkwood Highway) on the Newport Gap Pike, a two-lane undivided road.	A estrada DE 62 ruma em direção a sudeste a partir da estrada DE 2 (Kirkwood Highway) em Newport Gap Pike, uma estrada não dividida de duas vias.
Newport Gap Pike continues northwest past this intersection as DE 41.	Após esta interseção, Newport Gap Pike continua em direção a noroeste como DE 41.
The road crosses Old Capitol Trail, which marks the official beginning of the route.	A estrada cruza-se com Old Capitol Trail, que marca o início oficial do percurso.
DE 62 heads through suburban residential and commercial developments, crossing the Wilmington and Western Railroad and CSX's Philadelphia Subdivision railroad line.	A estrada DE 62 passa por empreendimentos residenciais e comerciais suburbanos, cruzando com as ferrovias de Wilmington e Western Railroad, bem como a linha ferroviária da Subdivisão de Filadélfia de CSX.
The road passes more development and reaches the community of Belvedere, where it comes to a ramp from southbound DE 141.	A estrada passa por novos empreendimentos e chega à comunidade de Belvedere, onde se depara com uma rampa da estrada DE 141, que ruma em direção ao sul.
At this point, the route turns east onto Boxwood Road, a four-lane divided highway, with Newport Gap Pike continuing south to provide access to southbound DE 141.	Neste ponto, o percurso vira para este para a Boxwood Road, uma via rápida dividida de quatro vias, com Newport Gap Pike a continuar para sul e a permitir acesso à estrada DE 141, que ruma em direção ao sul.
DE 62 passes over the DE 141 freeway and intersects Centerville Road, which provides access to and from northbound DE 141.	A estrada DE 62 passa por cima da autoestrada DE 141 e cruza-se com Centerville Road, que dá e permite o acesso da estrada DE 141, que ruma em direção ao norte.
Past this intersection, the road becomes two lanes and undivided, passing to the south of the former Wilmington Assembly plant used by General Motors and to the north of residential subdivisions.	Após esta interseção, a estrada ganha duas vias e não está dividida, passando em direção ao sul das antigas instalações da Wilmington Assembly utilizadas pela General Motors e em direção ao norte das subdivisões residenciais.
